line_id,character,line,TextBlob_subjectivity,TextBlob_polarity,TextBlob_analysis
1124,ANGER,What about hitting Grace?,0,0,Neutral
1125,ENVY,Remember the lying?,0,0,Neutral
1126,EMBARRESMENT,We're number one?,0,0,Neutral
1127,DISGUST,Are we gonna tell her about the Fire Hawks?,0,0,Neutral
1128,'ANGER,She doesn’t need to know.,0,0,Neutral
1129,FEAR,Uh... Objection.,0,0,Neutral
1130,ENNUI,Pardon. Excusez moi.,0,0,Neutral
1131,RILEY,It was good.,0.6,0.7,Positive
1132,JILL’S ANGER,"She goes away for three days and all we get is, “good”?!",0.6,0.875,Positive
1133,JILL’S ANXIETY,And what about the red in her hair?! Did she join a gang?!?!,0,0,Neutral
1134,JILL’S SADNESS,"Welcome back, Alex.",0.45,0.4,Positive
1135,WILL’S ANXIETY,"She goes away for three days and all we get is, “good”?!",0.6,0.875,Positive
1136,WILL’S ANGER,Yeah. Sounds right.  Back to the game.,0.311904762,-0.038095238,Negative
1137,SPORTS ANNOUNCER,"With a nice pass over to Reeves comes across center ice. Down to the line. Oh, what a move!",0.462962963,0.101851852,Positive
1138,JOY,"Okay, Deep Dark Secret, it’s time.",0.5,-0.0125,Negative
1139,JOY,It’s okay. Come on.,0.5,0.5,Positive
1140,JOY,"Okay, let it go, buddy. What’s the secret?",0.6,0.05,Positive
1141,DEEP DARK SECRET,We burned hole in rug.,0,0,Neutral
1142,JOY,Really? That’s it? Whoo! I thought you were gonna say the time we peed in the pool.,0.2,0.25,Positive
1143,DEEP DARK SECRET,No!,0,0,Neutral
1144,JOY,"Oh, no! Wait, wait!",0,0,Neutral
1145,JOY,And he’s gone.,0,0,Neutral
